Filter_Return;Filter Central;Ship Mode;Customer ID;Segment;Region;Row ID;Product Name;Quantity;Discount;Profit;Returned;Person
;False;Standard Class;AS-10090;Consumer;East;9656;"Computer Room Manger, 14""";3,0;0,0;35,0784;;Chuck Magee
;False;Standard Class;AS-10090;Consumer;East;9657;Cardinal Holdit Business Card Pockets;1,0;0,2;1,3944;;Chuck Magee
;False;Standard Class;AS-10090;Consumer;East;9658;Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink;4,0;0,0;5,7376;;Chuck Magee
;False;Standard Class;AS-10090;Consumer;East;9659;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;4,0;0,1;83,7096;;Chuck Magee
;False;First Class;RP-19390;Consumer;East;669;Master Giant Foot Doorstop, Safety Yellow;5,0;0,2;8,7285;;Chuck Magee
;False;First Class;JS-16030;Consumer;East;9464;Zebra Zazzle Fluorescent Highlighters;4,0;0,2;3,4048;;Chuck Magee
;False;First Class;AH-10030;Corporate;East;8804;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;3,0;0,0;11,4741;;Chuck Magee
;False;First Class;AH-10030;Corporate;East;8805;Avery 51;3,0;0,0;8,694;;Chuck Magee
;False;First Class;JM-16195;Consumer;East;2925;Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter;1,0;0,0;8,955;;Chuck Magee
;False;First Class;JM-16195;Consumer;East;2926;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;1,0;0,0;4,9497;;Chuck Magee
;False;Second Class;KA-16525;Consumer;East;3442;Southworth 100% Résumé Paper, 24lb.;14,0;0,0;49,014;;Chuck Magee
;False;Standard Class;MH-17785;Corporate;East;3284;Master Caster Door Stop, Brown;3,0;0,0;5,1816;;Chuck Magee
;False;Standard Class;GT-14635;Corporate;East;2140;Wilson Jones Century Plastic Molded Ring Binders;9,0;0,2;50,4711;;Chuck Magee
;False;Standard Class;GT-14635;Corporate;East;2141;Acme Office Executive Series Stainless Steel Trimmers;2,0;0,0;4,4564;;Chuck Magee
;False;Standard Class;GT-14635;Corporate;East;2142;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";3,0;0,4;-347,1174;;Chuck Magee
;False;Standard Class;RB-19330;Consumer;East;3602;Southworth 100% Résumé Paper, 24lb.;2,0;0,2;3,89;;Chuck Magee
;False;Standard Class;RB-19330;Consumer;East;3603;Hon Every-Day Series Multi-Task Chairs;5,0;0,3;-93,99;;Chuck Magee
;False;Standard Class;MH-17455;Consumer;East;4419;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;3,0;0,2;-21,4704;;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5125;KI Adjustable-Height Table;9,0;0,4;-108,3348;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5126;Staple envelope;7,0;0,0;31,4916;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5127;Ativa V4110MDD Micro-Cut Shredder;4,0;0,0;1371,9804;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5128;Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room;2,0;0,0;198,429;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5129;Spigen Samsung Galaxy S5 Case Wallet;1,0;0,0;4,4174;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5130;Vtech CS6719;3,0;0,0;80,6316;Yes;Chuck Magee
True;False;Same Day;DM-13015;Consumer;East;5131;Xerox 198;9,0;0,0;21,0654;Yes;Chuck Magee
;False;Standard Class;AS-10630;Home Office;East;2411;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;2,0;0,2;1,917;;Chuck Magee
;False;Second Class;SM-20950;Corporate;East;7339;Harbour Creations 67200 Series Stacking Chairs;3,0;0,1;36,3018;;Chuck Magee
;False;Standard Class;TB-21190;Home Office;East;6132;Global Push Button Manager's Chair, Indigo;14,0;0,1;161,9674;;Chuck Magee
;False;Standard Class;LA-16780;Corporate;East;1029;Easy-staple paper;5,0;0,0;83,284;;Chuck Magee
;False;Standard Class;LA-16780;Corporate;East;1030;Cisco SPA508G;3,0;0,0;57,4113;;Chuck Magee
;False;Standard Class;LA-16780;Corporate;East;1031;Global Commerce Series High-Back Swivel/Tilt Chairs;3,0;0,0;213,735;;Chuck Magee
;False;Standard Class;LA-16780;Corporate;East;1032;9-3/4 Diameter Round Wall Clock;9,0;0,0;52,1262;;Chuck Magee
;False;Standard Class;LA-16780;Corporate;East;1033;Avery 514;5,0;0,0;7,056;;Chuck Magee
;False;Second Class;ST-20530;Consumer;East;3608;Avery Arch Ring Binders;3,0;0,2;47,061;;Chuck Magee
;False;First Class;TT-21220;Consumer;East;9291;Newell 351;3,0;0,0;2,8536;;Chuck Magee
;False;First Class;TT-21220;Consumer;East;9292;Ibico Covers for Plastic or Wire Binding Elements;3,0;0,0;15,525;;Chuck Magee
;False;Standard Class;ST-20530;Consumer;East;6932;Griffin GC36547 PowerJolt SE Lightning Charger;1,0;0,4;-2,249;;Chuck Magee
;False;Standard Class;ST-20530;Consumer;East;6933;iOttie HLCRIO102 Car Mount;2,0;0,4;-13,993;;Chuck Magee
;False;Standard Class;ST-20530;Consumer;East;6934;Tensor Track Tree Floor Lamp;2,0;0,2;1,1994;;Chuck Magee
;False;Standard Class;ST-20530;Consumer;East;6935;BOSTON Ranger #55 Pencil Sharpener, Black;2,0;0,2;4,6782;;Chuck Magee
;False;Second Class;TT-21070;Consumer;East;3201;Deflect-o Glass Clear Studded Chair Mats;3,0;0,2;3,7308;;Chuck Magee
;False;Second Class;TT-21070;Consumer;East;3202;Xerox 1949;4,0;0,2;5,7768;;Chuck Magee
;False;First Class;SP-20860;Corporate;East;317;Boston School Pro Electric Pencil Sharpener, 1670;4,0;0,2;8,6744;;Chuck Magee
;False;Second Class;NB-18580;Corporate;East;2543;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;3,0;0,2;14,3952;;Chuck Magee
;False;Second Class;ML-17395;Corporate;East;5592;Global High-Back Leather Tilter, Burgundy;2,0;0,0;27,0578;;Chuck Magee
;False;Second Class;ML-17395;Corporate;East;5593;Flexible Leather- Look Classic Collection Ring Binder;1,0;0,0;9,47;;Chuck Magee
;False;Standard Class;NM-18445;Home Office;East;318;DMI Arturo Collection Mission-style Design Wood Chair;1,0;0,1;24,1568;;Chuck Magee
;False;Standard Class;NM-18445;Home Office;East;319;Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier;2,0;0,0;1995,99;;Chuck Magee
;False;Standard Class;NM-18445;Home Office;East;320;Panasonic Kx-TS550;6,0;0,0;80,0226;;Chuck Magee
;False;Standard Class;NM-18445;Home Office;East;321;NETGEAR N750 Dual Band Wi-Fi Gigabit Router;4,0;0,0;129,6;;Chuck Magee
;False;Standard Class;NM-18445;Home Office;East;322;Trav-L-File Heavy-Duty Shuttle II, Black;1,0;0,0;13,071;;Chuck Magee
;False;Second Class;RE-19405;Consumer;East;9442;Acco 6 Outlet Guardian Standard Surge Suppressor;5,0;0,2;6,045;;Chuck Magee
;False;Standard Class;DL-12865;Consumer;East;777;Dixon My First Ticonderoga Pencil, #2;7,0;0,2;3,6855;;Chuck Magee
;False;Standard Class;CT-11995;Consumer;East;6563;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""";3,0;0,0;7,9086;;Chuck Magee
;False;Standard Class;CT-11995;Consumer;East;6564;Balt Split Level Computer Training Table;2,0;0,3;-38,85;;Chuck Magee
;False;Standard Class;CT-11995;Consumer;East;6565;Newell 335;3,0;0,0;2,5056;;Chuck Magee
;False;Standard Class;CT-11995;Consumer;East;6566;Lifetime Advantage Folding Chairs, 4/Carton;4,0;0,0;244,2496;;Chuck Magee
;False;First Class;JK-15205;Consumer;East;9934;Cisco SPA112 2 Port Phone Adapter;3,0;0,0;47,8065;;Chuck Magee
True;False;Standard Class;DN-13690;Consumer;East;5237;C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx;3,0;0,0;50,9082;Yes;Chuck Magee
True;False;Standard Class;DN-13690;Consumer;East;5238;O'Sullivan Living Dimensions 2-Shelf Bookcases;3,0;0,0;36,294;Yes;Chuck Magee
True;False;Standard Class;DN-13690;Consumer;East;5239;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;2,0;0,0;26,3912;Yes;Chuck Magee
;False;Second Class;CK-12205;Consumer;East;1542;Eldon Wave Desk Accessories;5,0;0,2;2,288;;Chuck Magee
;False;Second Class;CK-12205;Consumer;East;1543;Stockwell Push Pins;6,0;0,2;1,7004;;Chuck Magee
;False;First Class;CC-12220;Consumer;East;6440;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;5,0;0,1;-6,549;;Chuck Magee
;False;Standard Class;RM-19675;Home Office;East;4281;"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages";2,0;0,0;5,2256;;Chuck Magee
;False;Standard Class;RM-19675;Home Office;East;4282;Safco Chair Connectors, 6/Carton;2,0;0,1;14,6224;;Chuck Magee
;False;Standard Class;JO-15145;Corporate;East;9428;Eldon Radial Chair Mat for Low to Medium Pile Carpets;5,0;0,0;39,98;;Chuck Magee
;False;Standard Class;BF-11170;Home Office;East;6708;Avery 479;3,0;0,0;3,6018;;Chuck Magee
;False;Same Day;BS-11365;Corporate;East;4251;Hon Olson Stacker Stools;7,0;0,1;177,4206;;Chuck Magee
;False;Standard Class;TB-21520;Consumer;East;7344;Fellowes Bankers Box Stor/Drawer Steel Plus;6,0;0,0;19,188;;Chuck Magee
;False;First Class;MA-17560;Home Office;East;4235;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;3,0;0,2;4,1151;;Chuck Magee
;False;First Class;MA-17560;Home Office;East;4236;Staple-on labels;9,0;0,2;7,0227;;Chuck Magee
;False;Standard Class;KM-16720;Consumer;East;2897;Peel-Off China Markers;5,0;0,0;20,853;;Chuck Magee
;False;Second Class;AB-10150;Consumer;East;8497;Newell 345;3,0;0,0;15,4752;;Chuck Magee
;False;Second Class;AB-10150;Consumer;East;8498;Logitech Wireless Gaming Headset G930;3,0;0,0;177,5889;;Chuck Magee
;False;Second Class;AB-10150;Consumer;East;8499;Acme Forged Steel Scissors with Black Enamel Handles;2,0;0,0;5,3998;;Chuck Magee
;False;Second Class;AB-10150;Consumer;East;8500;GBC Wire Binding Combs;6,0;0,2;16,7508;;Chuck Magee
;False;Second Class;AB-10150;Consumer;East;8501;Xerox 1891;2,0;0,0;45,9754;;Chuck Magee
;False;Standard Class;DV-13465;Consumer;East;9985;Self-Adhesive Removable Labels;10,0;0,0;15,12;;Chuck Magee
;False;Standard Class;DV-13465;Consumer;East;9986;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L";4,0;0,0;16,124;;Chuck Magee
;False;Standard Class;BM-11650;Corporate;East;840;Boston 19500 Mighty Mite Electric Pencil Sharpener;3,0;0,0;16,3215;;Chuck Magee
;False;Standard Class;BM-11650;Corporate;East;841;Newell 335;4,0;0,0;3,3408;;Chuck Magee
;False;Standard Class;BM-11650;Corporate;East;842;O'Sullivan 3-Shelf Heavy-Duty Bookcases;4,0;0,2;9,3024;;Chuck Magee
;False;Standard Class;IM-15070;Consumer;East;1706;GBC Durable Plastic Covers;2,0;0,7;-9,288;;Chuck Magee
;False;Standard Class;SW-20245;Consumer;East;6006;Global Armless Task Chair, Royal Blue;2,0;0,1;8,5372;;Chuck Magee
;False;Standard Class;AC-10615;Corporate;East;7471;Avery Hidden Tab Dividers for Binding Systems;4,0;0,7;-2,8608;;Chuck Magee
;False;Standard Class;AC-10615;Corporate;East;7472;Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h;2,0;0,2;-29,4368;;Chuck Magee
;False;Standard Class;IG-15085;Consumer;East;8467;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;3,0;0,0;144,3546;;Chuck Magee
;False;Second Class;SW-20245;Consumer;East;4157;Belkin F8E887 USB Wired Ergonomic Keyboard;2,0;0,2;0,5998;;Chuck Magee
;False;Second Class;SW-20245;Consumer;East;4158;GBC White Gloss Covers, Plain Front;6,0;0,7;-19,9824;;Chuck Magee
;False;Second Class;NB-18655;Corporate;East;7298;Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black;5,0;0,2;7,724;;Chuck Magee
;False;Standard Class;DB-13120;Corporate;East;7650;Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer;9,0;0,4;-464,697;;Chuck Magee
;False;Standard Class;DB-13120;Corporate;East;7651;Staple envelope;3,0;0,2;6,7068;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5205;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;2,0;0,0;3,0558;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5206;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;2,0;0,0;4,2392;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5207;"OIC Binder Clips, Mini, 1/4"" Capacity, Black";1,0;0,0;0,5828;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5208;Avery 489;2,0;0,0;9,936;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5209;HP Office Recycled Paper (20Lb. and 87 Bright);5,0;0,0;14,161;;Chuck Magee
;False;Standard Class;TM-21010;Consumer;East;5210;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;1,0;0,0;12,7746;;Chuck Magee
;False;First Class;MP-17470;Home Office;East;190;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;4,0;0,2;112,392;;Chuck Magee
;False;First Class;MP-17470;Home Office;East;191;I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink;6,0;0,0;20,0928;;Chuck Magee
;False;First Class;MP-17470;Home Office;East;192;Xerox 205;8,0;0,0;24,8832;;Chuck Magee
;False;First Class;MP-17470;Home Office;East;193;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;3,0;0,2;46,9764;;Chuck Magee
;False;First Class;MP-17470;Home Office;East;194;4009 Highlighters by Sanford;5,0;0,0;6,567;;Chuck Magee
;False;Standard Class;HG-14965;Corporate;East;6920;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";2,0;0,7;-18,0312;;Chuck Magee
;False;Standard Class;LR-17035;Corporate;East;5009;GBC Wire Binding Strips;1,0;0,7;-6,9828;;Chuck Magee
;False;Standard Class;LR-17035;Corporate;East;5010;Samsung Galaxy Note 3;6,0;0,4;-131,994;;Chuck Magee
;False;Standard Class;LR-17035;Corporate;East;5011;Angle-D Ring Binders;3,0;0,7;-3,9384;;Chuck Magee
;False;First Class;EN-13780;Consumer;East;5514;RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting;3,0;0,0;2,3997;;Chuck Magee
;False;First Class;EN-13780;Consumer;East;5515;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;2,0;0,0;44,8896;;Chuck Magee
;False;First Class;EN-13780;Consumer;East;5516;Plantronics MX500i Earset;3,0;0,0;3,8655;;Chuck Magee
;False;First Class;DR-12880;Corporate;East;5726;Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset;9,0;0,0;395,9604;;Chuck Magee
;False;Second Class;FC-14245;Home Office;East;8274;Newell 320;1,0;0,2;0,2996;;Chuck Magee
True;False;Standard Class;ES-14080;Corporate;East;4540;i.Sound Portable Power - 8000 mAh;2,0;0,0;1,0598;Yes;Chuck Magee
True;False;Standard Class;ES-14080;Corporate;East;4541;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";7,0;0,3;-28,224;Yes;Chuck Magee
;False;First Class;CC-12100;Home Office;East;9881;Easy-staple paper;3,0;0,2;28,7064;;Chuck Magee
;False;Second Class;CB-12535;Corporate;East;2487;SAFCO Mobile Desk Side File, Wire Frame;2,0;0,0;22,2352;;Chuck Magee
;False;Second Class;CB-12535;Corporate;East;2488;Newell 313;3,0;0,0;2,6568;;Chuck Magee
;False;Second Class;CB-12535;Corporate;East;2489;Xerox 1959;3,0;0,0;9,6192;;Chuck Magee
;False;Standard Class;DR-12940;Home Office;East;2816;Deluxe Heavy-Duty Vinyl Round Ring Binder;5,0;0,0;51,57;;Chuck Magee
;False;Standard Class;DR-12940;Home Office;East;2817;Global Value Steno Chair, Gray;1,0;0,0;15,185;;Chuck Magee
;False;Standard Class;DR-12940;Home Office;East;2818;Deflect-o Glass Clear Studded Chair Mats;2,0;0,0;27,3592;;Chuck Magee
;False;Standard Class;DR-12940;Home Office;East;2819;Adjustable Depth Letter/Legal Cart;6,0;0,0;315,7404;;Chuck Magee
;False;Second Class;BM-11575;Corporate;East;2326;GBC Twin Loop Wire Binding Elements;3,0;0,2;29,952;;Chuck Magee
;False;Second Class;BM-11575;Corporate;East;2327;Bush Westfield Collection Bookcases, Medium Cherry Finish;1,0;0,2;1,1596;;Chuck Magee
;False;Second Class;BM-11575;Corporate;East;2328;Xerox 1967;2,0;0,0;6,2208;;Chuck Magee
;False;First Class;VM-21685;Home Office;East;1647;SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card;2,0;0,2;-3,094;;Chuck Magee
;False;First Class;VM-21685;Home Office;East;1648;Brites Rubber Bands, 1 1/2 oz. Box;2,0;0,2;-0,7128;;Chuck Magee
;False;Standard Class;CM-12115;Consumer;East;6776;"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled";4,0;0,0;8,1144;;Chuck Magee
;False;Standard Class;JF-15190;Consumer;East;9919;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;1,0;0,0;17,991;;Chuck Magee
;False;Same Day;MC-17275;Consumer;East;4108;Eldon Shelf Savers Cubes and Bins;2,0;0,0;0,2792;;Chuck Magee
;False;Same Day;MC-17275;Consumer;East;4109;Anderson Hickey Conga Table Tops & Accessories;3,0;0,4;-14,1639;;Chuck Magee
;False;Standard Class;HA-14905;Consumer;East;1918;American Pencil;5,0;0,0;3,3785;;Chuck Magee
;False;Standard Class;BN-11470;Corporate;East;5250;Staples;4,0;0,2;4,0872;;Chuck Magee
;False;Standard Class;LC-16885;Consumer;East;8293;GBC Plasticlear Binding Covers;3,0;0,7;-7,5768;;Chuck Magee
;False;Standard Class;SM-20950;Corporate;East;9693;SAFCO Mobile Desk Side File, Wire Frame;11,0;0,0;122,2936;;Chuck Magee
;False;Standard Class;BG-11695;Corporate;East;7720;Newell 34;3,0;0,0;15,4752;;Chuck Magee
;False;Standard Class;BG-11695;Corporate;East;7721;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";2,0;0,0;8,2156;;Chuck Magee
;False;Standard Class;BG-11695;Corporate;East;7722;Wilson Jones data.warehouse D-Ring Binders with DublLock;2,0;0,2;4,6088;;Chuck Magee
;False;Standard Class;KM-16225;Corporate;East;1017;G.E. Halogen Desk Lamp Bulbs;2,0;0,0;6,7008;;Chuck Magee
;False;Standard Class;KM-16225;Corporate;East;1018;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";3,0;0,0;63,8862;;Chuck Magee
;False;Standard Class;KM-16225;Corporate;East;1019;OtterBox Commuter Series Case - Samsung Galaxy S4;5,0;0,0;2,499;;Chuck Magee
;False;Standard Class;KM-16225;Corporate;East;1020;Iceberg Mobile Mega Data/Printer Cart;5,0;0,0;156,429;;Chuck Magee
;False;Standard Class;KN-16390;Corporate;East;5087;Samsung Convoy 3;7,0;0,4;-93,2316;;Chuck Magee
;False;Standard Class;KN-16390;Corporate;East;5088;Sony 16GB Class 10 Micro SDHC R40 Memory Card;1,0;0,2;-1,289;;Chuck Magee
;False;Standard Class;KN-16390;Corporate;East;5089;Avery Round Ring Poly Binders;3,0;0,7;-1,7892;;Chuck Magee
;False;Same Day;LF-17185;Consumer;East;1881;Staple envelope;3,0;0,0;14,67;;Chuck Magee
;False;Same Day;LF-17185;Consumer;East;1882;Global Value Mid-Back Manager's Chair, Gray;7,0;0,1;63,9345;;Chuck Magee
;False;Same Day;LF-17185;Consumer;East;1883;Fellowes Strictly Business Drawer File, Letter/Legal Size;4,0;0,0;67,608;;Chuck Magee
;False;Standard Class;KH-16630;Corporate;East;3730;Acco Perma 3000 Stacking Storage Drawers;2,0;0,0;7,9724;;Chuck Magee
;False;Standard Class;KH-16630;Corporate;East;3731;Safco Industrial Wire Shelving System;7,0;0,0;0,0;;Chuck Magee
;False;Standard Class;KH-16630;Corporate;East;3732;Samsung Galaxy S4 Active;1,0;0,0;129,9974;;Chuck Magee
;False;Standard Class;KH-16630;Corporate;East;3733;Polycom VVX 310 VoIP phone;7,0;0,0;327,5818;;Chuck Magee
;False;Standard Class;KH-16630;Corporate;East;3734;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";4,0;0,0;31,8892;;Chuck Magee
;False;Standard Class;HK-14890;Corporate;East;6539;ClearOne Communications CHAT 70 OC Speaker Phone;1,0;0,0;41,3374;;Chuck Magee
;False;Standard Class;HK-14890;Corporate;East;6540;Iceberg Nesting Folding Chair, 19w x 6d x 43h;5,0;0,0;75,686;;Chuck Magee
;False;Standard Class;AB-10255;Home Office;East;3613;"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book";2,0;0,2;5,5512;;Chuck Magee
;False;Standard Class;AB-10255;Home Office;East;3614;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;2,0;0,2;10,5754;;Chuck Magee
;False;Second Class;HR-14830;Corporate;East;2564;KeyTronic KT800P2 - Keyboard - Black;1,0;0,0;2,7036;;Chuck Magee
;False;Second Class;HR-14830;Corporate;East;2565;Tenex Personal Self-Stacking Standard File Box, Black/Gray;2,0;0,0;9,1314;;Chuck Magee
;False;Standard Class;NF-18595;Home Office;East;1054;DIXON Ticonderoga Erasable Checking Pencils;2,0;0,0;4,3524;;Chuck Magee
;False;Standard Class;NF-18595;Home Office;East;1055;Eldon Advantage Foldable Chair Mats for Low Pile Carpets;2,0;0,0;22,764;;Chuck Magee
;False;Standard Class;NF-18595;Home Office;East;1056;GBC Prestige Therm-A-Bind Covers;3,0;0,2;27,7911;;Chuck Magee
;False;Standard Class;NF-18595;Home Office;East;1057;Avery Round Ring Poly Binders;4,0;0,2;3,2944;;Chuck Magee
;False;Second Class;MP-17965;Corporate;East;6969;Mitel MiVoice 5330e IP Phone;3,0;0,0;214,4922;;Chuck Magee
True;False;Second Class;BD-11635;Consumer;East;8401;Avery Arch Ring Binders;5,0;0,2;78,435;Yes;Chuck Magee
True;False;Second Class;BD-11635;Consumer;East;8402;Global Armless Task Chair, Royal Blue;3,0;0,1;12,8058;Yes;Chuck Magee
True;False;Second Class;BD-11635;Consumer;East;8403;Xerox 188;2,0;0,0;11,1132;Yes;Chuck Magee
;False;Standard Class;PO-19195;Home Office;East;7917;Global High-Back Leather Tilter, Burgundy;4,0;0,3;-93,4724;;Chuck Magee
;False;Standard Class;MC-18100;Consumer;East;5294;KI Adjustable-Height Table;1,0;0,4;-15,4764;;Chuck Magee
;False;Standard Class;CB-12535;Corporate;East;1782;Tops Wirebound Message Log Books;2,0;0,0;3,0268;;Chuck Magee
;False;Standard Class;CB-12535;Corporate;East;1783;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";3,0;0,0;59,0112;;Chuck Magee
;False;Standard Class;SE-20110;Consumer;East;922;Maxell 4.7GB DVD-R;3,0;0,0;34,9074;;Chuck Magee
;False;Standard Class;SE-20110;Consumer;East;923;OtterBox Commuter Series Case - iPhone 5 & 5s;1,0;0,0;10,5552;;Chuck Magee
;False;Standard Class;SE-20110;Consumer;East;924;Kensington 4 Outlet MasterPiece Compact Power Control Center;5,0;0,0;113,848;;Chuck Magee
;False;Standard Class;SC-20440;Corporate;East;1458;Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders;9,0;0,0;23,49;;Chuck Magee
;False;First Class;BT-11395;Corporate;East;3792;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";3,0;0,7;-3,3879;;Chuck Magee
;False;First Class;BT-11395;Corporate;East;3793;Eldon Spacemaker Box, Quick-Snap Lid, Clear;6,0;0,2;2,2044;;Chuck Magee
;False;First Class;VP-21760;Corporate;East;9371;"Tensor ""Hersey Kiss"" Styled Floor Lamp";4,0;0,2;-4,1568;;Chuck Magee
;False;First Class;VP-21760;Corporate;East;9372;Novimex Swivel Fabric Task Chair;3,0;0,3;-86,0586;;Chuck Magee
;False;First Class;VP-21760;Corporate;East;9373;Ideal Clamps;5,0;0,2;2,9145;;Chuck Magee
;False;Standard Class;PF-19165;Consumer;East;2556;Dell Slim USB Multimedia Keyboard;2,0;0,0;12,0;;Chuck Magee
;False;Standard Class;EB-14110;Consumer;East;9555;"Seth Thomas 13 1/2"" Wall Clock";5,0;0,2;9,779;;Chuck Magee
;False;Standard Class;EB-14110;Consumer;East;9556;Staples;2,0;0,2;0,564;;Chuck Magee
;False;Same Day;PP-18955;Home Office;East;9432;Self-Adhesive Address Labels for Typewriters with Dispenser Box;2,0;0,2;1,9926;;Chuck Magee
;False;Second Class;SH-20395;Consumer;East;5345;Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack;1,0;0,0;2,2365;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4657;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;2,0;0,2;14,2272;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4658;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;2,0;0,2;6,5164;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4659;Xerox 1897;2,0;0,2;2,8884;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4660;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;7,0;0,2;2,0475;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4661;SanDisk Cruzer 16 GB USB Flash Drive;3,0;0,2;-0,3444;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4662;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;6,0;0,3;-36,1764;;Chuck Magee
;False;Standard Class;SV-20785;Consumer;East;4663;Fellowes Bankers Box Stor/Drawer Steel Plus;3,0;0,2;-9,594;;Chuck Magee
;False;First Class;JL-15850;Consumer;East;3141;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;3,0;0,0;90,8292;;Chuck Magee
;False;Standard Class;RA-19945;Consumer;East;8438;Maxell 4.7GB DVD-RW 3/Pack;2,0;0,2;4,4604;;Chuck Magee
;False;Same Day;MB-17305;Consumer;East;9570;Accohide Poly Flexible Ring Binders;6,0;0,7;-4,488;;Chuck Magee
;False;Same Day;MB-17305;Consumer;East;9571;Tennsco Lockers, Sand;2,0;0,2;1,6784;;Chuck Magee
;False;Same Day;MB-17305;Consumer;East;9572;#6 3/4 Gummed Flap White Envelopes;2,0;0,2;5,544;;Chuck Magee
;False;Same Day;MB-17305;Consumer;East;9573;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;1,0;0,2;7,9378;;Chuck Magee
;False;Same Day;MB-17305;Consumer;East;9574;Newell 347;5,0;0,2;1,926;;Chuck Magee
;False;Standard Class;VD-21670;Consumer;East;2296;Avoid Verbal Orders Carbonless Minifold Book;4,0;0,0;6,2192;;Chuck Magee
